id,productId,variantName,description,size,concentration,packaging,retailPrice,wholesalePrice,costPrice,initialStock,minStockLevel,isDeleted,createdAt,updatedAt,benefits,ingredients,usage
1b3bfb07-a634-4830-b377-5fc5e0427e4c,99d5ff69-b82b-4806-87a9-525fa5107768,Bay Leaf Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Pimenta racemosa Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
43677044-c888-45d8-b325-59d9e167e76e,78e6f424-e5b3-473f-a65d-e50b7b53e292,Coriander Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Coriandrum sativum Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
57914672-73b2-40db-a80a-cd86f2dd2bf8,a3fdcee0-c74e-42db-9964-b8e01a8978cf,Lemongrass Essential Oil - 30ml - GLASS_BOTTLE - 100%,Bright citrus essential oil with uplifting aroma and natural cleansing properties.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Brightens dull skin"",""Natural degreaser"",""Uplifting aroma"",""Supports immune function""]","[""Cymbopogon citratus Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
a8e600eb-191e-4913-9e83-70282aedf007,87b4aded-4682-43cd-8ba7-2eef6337d66c,Rosemary Essential Oil - 30ml - GLASS_BOTTLE - 100%,Precious floral oil for luxury skincare formulations with premium fragrance and skin benefits.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Promotes relaxation"",""Reduces stress and anxiety"",""Improves sleep quality"",""Soothes skin irritation""]","[""Rosmarinus officinalis Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
0d283820-016d-4abf-9b89-ec669a867166,a8d9ca5d-f5ae-4b02-8553-dd65c1b38ea6,Bergamot Essential Oil - 30ml - GLASS_BOTTLE - 100%,Bright citrus essential oil with uplifting aroma and natural cleansing properties.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Brightens dull skin"",""Natural degreaser"",""Uplifting aroma"",""Supports immune function""]","[""Citrus bergamia Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
b85ca9e5-e3b8-49c4-a10d-8f3db06e583c,a0a0b107-b896-46c9-8e99-e8836c56e1e7,Corn Mint Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Mentha arvensis Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
eba256c2-1bc9-4857-bacf-4eb5dd52d31a,99b378cb-3b78-43e3-828f-7ff1f2cea5ef,Lime Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Brightens dull skin"",""Natural degreaser"",""Uplifting aroma"",""Supports immune function""]","[""Citrus aurantifolia Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
feea8dc9-aaa3-4c74-a6db-74d805290adc,3d8340b1-7e55-45ba-9af7-c9a4eda0b486,Black Pepper Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Stimulates hair growth"",""Improves circulation"",""Strengthens hair roots"",""Adds shine to hair""]","[""Piper nigrum Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
a71fd9ee-5a2f-436f-a8c3-d95d747a98db,53872424-30cb-4169-9312-452c1d468ccf,Cumin Seed oil Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Cuminum cyminum Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
abe73f17-578f-45f0-8052-21fc916e2f8a,be4ff975-9bb7-4f9c-a463-17402f046973,Mandarin Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Citrus reticulata Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
79ec5606-2d85-4dac-8da0-181c43431817,b9f24cef-ac50-4fea-bf0d-ba629aa99470,Cajeput Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Melaleuca cajuputi Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
08428aef-5d14-48e8-833f-10ab25771948,3df1c637-eaf2-4418-97c4-1cc0d91e4eed,Cypress Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Cupressus sempervirens Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
389328d2-e44f-4770-b664-e0b65200763c,57dd1670-fba9-46c5-9ada-b98f0502e771,Marigold Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Tagetes minuta Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
e30561de-5946-4f18-b98a-eeda2eed7ff9,392115be-e31e-4ee6-b358-663193ad50f5,Spearmint Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Mentha spicata Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
c1ce03b3-1ee5-4a6d-8e77-c18da99d5019,a19ad980-4b49-4482-b776-288da1513f2c,Calamus Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Acorus calamus Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
58253137-2069-4ecd-b3eb-32ee4e36d733,90c9aa1e-a888-465f-89df-e65c26865b11,Dilseed Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Anethum graveolens Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
9d4f4b59-7baf-4d62-ac6c-1dee7d54941e,4c7214fe-28a9-4f59-9bcb-b4c6a22d4e5b,Marjoram Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Origanum majorana Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
6a33c7dd-956c-4b0c-93dd-22fb13b5d231,a390ee12-957c-434f-937b-b421c5fc5ee2,Calendula Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Calendula officinalis Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
1df1db77-6310-4138-8a9c-0ee7c2d4c188,d4b18748-2ad9-420c-91af-298fab38d673,Eucalyptus Essential Oil - 30ml - GLASS_BOTTLE - 100%,Refreshing and clarifying essential oil with invigorating properties for respiratory and skin care.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Provides cooling sensation"",""Clears respiratory passages"",""Boosts mental clarity"",""Relieves muscle tension""]","[""Eucalyptus globulus Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
2bdd7e1d-2a0f-45e5-9b65-e592ab528f8f,bb75f6cf-1a22-4fee-8509-4f14bf6f343b,Mentha Piperata Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Mentha piperita Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
5e0b3a0f-0043-48d1-89f8-05bcba76ff30,d3e9c155-6739-4dc5-836c-b0fdd4a06e36,Camphor Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Cinnamomum camphora Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
92a58a41-5083-46db-8500-e56d18a16343,2c230628-d04c-4091-a6a0-80bead36ecb0,Fennel Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Foeniculum vulgare Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
b28312b4-8415-465f-a34b-29473107de9c,ab504619-165d-4baf-94d9-1aafcd26d4bc,Myrrh Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Commiphora myrrha Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
b0b2f210-6ffc-4004-82b4-127ef0d483ac,ce23d874-2fca-4bec-911e-f8f5650b14f9,Sweet Basil Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Ocimum basilicum Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
ad6e2bc2-eabc-41de-8274-5fe0a4fa17a1,5e6c1e49-9ba0-4d2b-b3c6-af8d31821203,Capsicum Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Capsicum annuum Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
edcaf8eb-92fe-43bf-9980-d5d75a8e671c,a4326f0a-4b36-4b48-b38f-e1155ac7c39e,Fenugreek Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Trigonella foenum-graecum Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
37bfce03-f3b5-4174-b570-b697fca45b0f,4ab3a62f-a3c6-4326-978e-41bbd5685dde,Myrtle Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Myrtus communis Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
c176d51a-7e83-4fc4-b09d-c48c817c0e05,4f83d8e5-c56e-4dd2-a06a-0cc5f147b1d8,Teatree Essential Oil - 30ml - GLASS_BOTTLE - 100%,Antimicrobial oil for acne and problem skin treatments with powerful cleansing properties.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Natural antiseptic properties"",""Helps clear acne"",""Supports scalp health"",""Freshens breath""]","[""Melaleuca alternifolia Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
30d4abda-c3fd-4c3d-83eb-e0944e489dfb,5623e426-c0db-48fa-a3db-70042a2e9876,Caraway Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Carum carvi Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
bbfc26af-9e15-48dd-858f-db5c987d8807,74ed097c-3336-4a82-898a-39714f14b9fd,Frankincense Essential Oil - 30ml - GLASS_BOTTLE - 100%,Precious resin oil for premium anti-aging skincare with deeply nourishing properties.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Reduces appearance of fine lines"",""Promotes skin elasticity"",""Provides luxury fragrance"",""Balances skin tone""]","[""Boswellia sacra Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
a253887f-dfb3-4ec5-acb9-f8eb130da4eb,70d7572c-ace2-475b-9609-ead2bb357e54,Neroli Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Reduces appearance of fine lines"",""Promotes skin elasticity"",""Provides luxury fragrance"",""Balances skin tone""]","[""Citrus aurantium Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
5df8a500-bba5-4009-861e-a86b58997222,86bd33f8-2d5d-488c-a303-808d1d981cf3,Thyme Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Natural antiseptic properties"",""Helps clear acne"",""Supports scalp health"",""Freshens breath""]","[""Thymus vulgaris Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
598cf887-ed5e-42b4-9d64-6643f4c84995,5d97a86b-79bf-446c-99ad-2141d24446bf,Cardamom Essential Oil - 30ml - GLASS_BOTTLE - 100%,Premium therapeutic-grade essential oil for aromatherapy and formulations.,30ml,100%,GLASS_BOTTLE,150.00,127.50,105.00,10,5,false,2025-12-09 19:00:14.388,2025-12-09 19:00:14.388,"[""Aromatherapy benefits"",""Natural fragrance"",""Skincare formulations"",""Wellness support""]","[""Elettaria cardamomum Oil""]",Add 3-5 drops to diffuser or dilute in carrier oil before topical use. Do not apply undiluted to skin.
